,NAME,ARTIST,ALBUM,RELEASE_DATE,DURATION_MS,EXPLICIT,POPULARITY,DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,TYPE,ID,URI,TRACK_HREF,ANALYSIS_URL,TIME_SIGNATURE
864,Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",2015-10-30,207306,False,82,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,audio_features,6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,4
865,Chicago Freestyle (feat. Giveon),Drake,Dark Lane Demo Tapes,2020-05-01,220487,True,76,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,audio_features,4wVOKKEHUJxHCFFNUWDn0B,spotify:track:4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/tracks/4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/audio-analysis/4wVOKKEHUJxHCFFNUWDn0B,4
866,Take A Bite,beabadoobee,Take A Bite,2024-05-09,158866,False,73,0.537,0.631,0,-6.558,1,0.0263,0.0453,0.003,0.325,0.491,91.007,audio_features,7ddVpLW467CLYffbPRQNmH,spotify:track:7ddVpLW467CLYffbPRQNmH,https://api.spotify.com/v1/tracks/7ddVpLW467CLYffbPRQNmH,https://api.spotify.com/v1/audio-analysis/7ddVpLW467CLYffbPRQNmH,4
867,Strangers,Kenya Grace,Strangers,2023-09-01,172964,False,81,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,5mjYQaktjmjcMKcUIcqz4s,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,4
868,Practice,Drake,Take Care (Deluxe),2011-11-15,237733,True,74,0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,audio_features,0jF2AdhsalO1L7KkhK4LE5,spotify:track:0jF2AdhsalO1L7KkhK4LE5,https://api.spotify.com/v1/tracks/0jF2AdhsalO1L7KkhK4LE5,https://api.spotify.com/v1/audio-analysis/0jF2AdhsalO1L7KkhK4LE5,4
869,Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,2007-04-27,202906,False,74,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,audio_features,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,4
870,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),2015-08-14,179867,True,77,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,audio_features,4DpNNXFMMxQEKl7r0ykkWA,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/tracks/4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/audio-analysis/4DpNNXFMMxQEKl7r0ykkWA,4
871,Slow Hands,Niall Horan,Flicker (Deluxe),2017-10-20,188174,False,75,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,audio_features,2cOUlop2ZakjOKe4WinesN,spotify:track:2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/tracks/2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,4
872,Say It,Tory Lanez,I Told You,2016-08-19,237786,True,74,0.546,0.529,11,-10.511,0,0.0583,0.0869,6.37e-06,0.124,0.248,107.333,audio_features,2Gyc6e2cLxA5hoX1NOvYnU,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,https://api.spotify.com/v1/tracks/2Gyc6e2cLxA5hoX1NOvYnU,https://api.spotify.com/v1/audio-analysis/2Gyc6e2cLxA5hoX1NOvYnU,4
873,Bang Bang,Jessie J,Sweet Talker (Deluxe Version),2014-10-10,199386,False,78,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,audio_features,0puf9yIluy9W0vpMEUoAnN,spotify:track:0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN,4
874,Is There Someone Else?,The Weeknd,Dawn FM,2022-01-06,199111,False,81,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,audio_features,0mL82sxCRjrs3br407IdJh,spotify:track:0mL82sxCRjrs3br407IdJh,https://api.spotify.com/v1/tracks/0mL82sxCRjrs3br407IdJh,https://api.spotify.com/v1/audio-analysis/0mL82sxCRjrs3br407IdJh,4
875,Whatever You Like,T.I.,Paper Trail,2008-09-07,249533,True,72,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,audio_features,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,4
876,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,Hollywood's Bleeding,2019-09-06,229573,False,74,0.498,0.8,1,-2.665,0,0.0503,0.0903,0.0,0.147,0.272,139.918,audio_features,7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw,4
877,Nomad,Clairo,Charm,2024-07-12,225572,False,72,0.51,0.453,8,-11.172,1,0.0313,0.901,7.49e-05,0.152,0.269,83.044,audio_features,4WJPxTsvWIdRZ9vMtqk7fj,spotify:track:4WJPxTsvWIdRZ9vMtqk7fj,https://api.spotify.com/v1/tracks/4WJPxTsvWIdRZ9vMtqk7fj,https://api.spotify.com/v1/audio-analysis/4WJPxTsvWIdRZ9vMtqk7fj,4
878,ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY,A ROCK,2020-09-04,173173,False,70,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.005,audio_features,1G7lSPzVlGydbpeQOY2gNu,spotify:track:1G7lSPzVlGydbpeQOY2gNu,https://api.spotify.com/v1/tracks/1G7lSPzVlGydbpeQOY2gNu,https://api.spotify.com/v1/audio-analysis/1G7lSPzVlGydbpeQOY2gNu,3
879,Sk8er Boi,Avril Lavigne,Let Go,2002-06-04,204000,False,77,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,4
880,Numb / Encore,JAY-Z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,205733,True,79,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,4
881,Clocks,Coldplay,A Rush of Blood to the Head,2002-08-27,307879,False,81,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,4
882,HOT ONE (with TiaCorine & A$AP Ferg),Denzel Curry,HOT ONE (with TiaCorine & A$AP Ferg),2024-06-05,165270,True,73,0.766,0.724,5,-5.145,1,0.18,0.717,0.0,0.15,0.827,163.119,audio_features,083HuPvgqYBLUiv82bVxwE,spotify:track:083HuPvgqYBLUiv82bVxwE,https://api.spotify.com/v1/tracks/083HuPvgqYBLUiv82bVxwE,https://api.spotify.com/v1/audio-analysis/083HuPvgqYBLUiv82bVxwE,4
883,Rewind,Charli xcx,BRAT,2024-06-07,168443,False,74,0.504,0.742,1,-5.157,1,0.244,0.296,0.000215,0.258,0.684,89.141,audio_features,50GxvQA2KEWNt31EdwIlzY,spotify:track:50GxvQA2KEWNt31EdwIlzY,https://api.spotify.com/v1/tracks/50GxvQA2KEWNt31EdwIlzY,https://api.spotify.com/v1/audio-analysis/50GxvQA2KEWNt31EdwIlzY,3
884,Bartender (feat. Akon),T-Pain,Epiphany (Expanded Edition),2007-06-05,238800,True,73,0.832,0.391,8,-8.504,1,0.0628,0.0564,0.0,0.224,0.436,104.961,audio_features,1RGIjMFMgJxkZHMDXVYzOJ,spotify:track:1RGIjMFMgJxkZHMDXVYzOJ,https://api.spotify.com/v1/tracks/1RGIjMFMgJxkZHMDXVYzOJ,https://api.spotify.com/v1/audio-analysis/1RGIjMFMgJxkZHMDXVYzOJ,4
885,On Top Of The World,Imagine Dragons,Night Visions (Deluxe),2012-09-04,189840,False,70,0.635,0.926,0,-5.589,1,0.15,0.0892,4.4e-06,0.0928,0.771,100.043,audio_features,6KuHjfXHkfnIjdmcIvt9r0,spotify:track:6KuHjfXHkfnIjdmcIvt9r0,https://api.spotify.com/v1/tracks/6KuHjfXHkfnIjdmcIvt9r0,https://api.spotify.com/v1/audio-analysis/6KuHjfXHkfnIjdmcIvt9r0,4
886,Dangerous Woman,Ariana Grande,Dangerous Woman,2016-05-20,235946,False,69,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,audio_features,6RUhbFEhrvGISaQ8u2j2JN,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/tracks/6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/audio-analysis/6RUhbFEhrvGISaQ8u2j2JN,3
887,Step On Me,The Cardigans,First Band On The Moon (Remastered),1996-01-01,230185,False,73,0.331,0.471,2,-5.631,1,0.0299,0.00644,0.0,0.0653,0.142,90.057,audio_features,6ZaiqbV2GfUtrUlhsu58fN,spotify:track:6ZaiqbV2GfUtrUlhsu58fN,https://api.spotify.com/v1/tracks/6ZaiqbV2GfUtrUlhsu58fN,https://api.spotify.com/v1/audio-analysis/6ZaiqbV2GfUtrUlhsu58fN,4
888,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,188453,False,78,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,4
889,Telephone,Lady Gaga,The Fame Monster (Deluxe Edition),2009-08-05,220626,False,75,0.825,0.832,5,-5.862,0,0.0403,0.00587,0.000733,0.114,0.713,122.021,audio_features,7rl7ao5pb9BhvAzPdWStxi,spotify:track:7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi,4
890,Smeraldo Garden Marching Band (feat. Loco),Jimin,MUSE,2024-07-19,182840,False,80,0.79,0.915,4,-2.251,1,0.146,0.0366,0.0,0.0785,0.726,97.47,audio_features,1agDCV4zQqaFwJQNsTgmL1,spotify:track:1agDCV4zQqaFwJQNsTgmL1,https://api.spotify.com/v1/tracks/1agDCV4zQqaFwJQNsTgmL1,https://api.spotify.com/v1/audio-analysis/1agDCV4zQqaFwJQNsTgmL1,4
891,Ballin' (with Roddy Ricch),Mustard,Perfect Ten,2019-06-28,180434,True,74,0.809,0.545,7,-6.678,1,0.0734,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,4
892,Helena,My Chemical Romance,Three Cheers for Sweet Revenge,2004-06-08,204733,False,76,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,audio_features,5dTHtzHFPyi8TlTtzoz1J9,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9,https://api.spotify.com/v1/audio-analysis/5dTHtzHFPyi8TlTtzoz1J9,4
893,Teenage Dirtbag,Wheatus,Wheatus,1999-02-15,241666,False,77,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,audio_features,25FTMokYEbEWHEdss5JLZS,spotify:track:25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/tracks/25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/audio-analysis/25FTMokYEbEWHEdss5JLZS,4
894,Bejeweled,Taylor Swift,Midnights,2022-10-21,194165,False,76,0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/tracks/3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/audio-analysis/3qoftcUZaUOncvIYjFSPdE,4
895,Damn Near Normal,Koe Wetzel,Damn Near Normal,2024-03-08,224695,False,69,0.559,0.719,0,-7.022,1,0.0337,0.0125,0.0,0.093,0.451,80.03,audio_features,56eB13MUQGCQhsKn8tNP9x,spotify:track:56eB13MUQGCQhsKn8tNP9x,https://api.spotify.com/v1/tracks/56eB13MUQGCQhsKn8tNP9x,https://api.spotify.com/v1/audio-analysis/56eB13MUQGCQhsKn8tNP9x,4
896,I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17,179640,False,69,0.702,0.76,5,-3.174,1,0.0684,0.00226,0.0,0.132,0.696,129.996,audio_features,005lwxGU1tms6HGELIcUv9,spotify:track:005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/tracks/005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/audio-analysis/005lwxGU1tms6HGELIcUv9,4
897,Come Get Her,Rae Sremmurd,SremmLife,2015-01-06,212946,True,72,0.689,0.564,2,-6.226,1,0.14,0.19,0.0,0.0721,0.122,185.03,audio_features,1Ser4X0TKttOvo8bgdytTP,spotify:track:1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/tracks/1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/audio-analysis/1Ser4X0TKttOvo8bgdytTP,4
898,Different 'Round Here,Riley Green,Ain't My Last Rodeo,2023-10-13,176000,False,71,0.454,0.72,1,-5.999,1,0.0319,8.63e-05,0.000131,0.128,0.313,141.93,audio_features,7HRW1XRyOITRJWrygoKL9u,spotify:track:7HRW1XRyOITRJWrygoKL9u,https://api.spotify.com/v1/tracks/7HRW1XRyOITRJWrygoKL9u,https://api.spotify.com/v1/audio-analysis/7HRW1XRyOITRJWrygoKL9u,4
899,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,2013-04-12,186826,False,75,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.566,151.988,audio_features,2E43WFS4rRc09za2r2GmZl,spotify:track:2E43WFS4rRc09za2r2GmZl,https://api.spotify.com/v1/tracks/2E43WFS4rRc09za2r2GmZl,https://api.spotify.com/v1/audio-analysis/2E43WFS4rRc09za2r2GmZl,4
900,Right Side of My Neck,Faye Webster,Atlanta Millionaires Club,2019-05-24,153320,False,71,0.716,0.515,1,-9.073,1,0.0261,0.00116,0.000249,0.326,0.315,117.039,audio_features,3cxZT78mZDyLsLPJKcTu3U,spotify:track:3cxZT78mZDyLsLPJKcTu3U,https://api.spotify.com/v1/tracks/3cxZT78mZDyLsLPJKcTu3U,https://api.spotify.com/v1/audio-analysis/3cxZT78mZDyLsLPJKcTu3U,4
901,Lemonade (feat. NAV),Internet Money,B4 The Storm,2020-08-28,195428,True,77,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,audio_features,1p0rEzrK7YtdRZVtiyV7RN,spotify:track:1p0rEzrK7YtdRZVtiyV7RN,https://api.spotify.com/v1/tracks/1p0rEzrK7YtdRZVtiyV7RN,https://api.spotify.com/v1/audio-analysis/1p0rEzrK7YtdRZVtiyV7RN,4
902,Dark Horse,Katy Perry,PRISM,2013-01-01,215672,False,79,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,audio_features,4jbmgIyjGoXjY01XxatOx6,spotify:track:4jbmgIyjGoXjY01XxatOx6,https://api.spotify.com/v1/tracks/4jbmgIyjGoXjY01XxatOx6,https://api.spotify.com/v1/audio-analysis/4jbmgIyjGoXjY01XxatOx6,4
903,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,2014-06-27,202496,False,69,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,4
904,Hide Away,Daya,"Sit Still, Look Pretty",2016-10-07,191368,False,76,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,audio_features,3WALaE7UdNXx8VJ4lpWCK8,spotify:track:3WALaE7UdNXx8VJ4lpWCK8,https://api.spotify.com/v1/tracks/3WALaE7UdNXx8VJ4lpWCK8,https://api.spotify.com/v1/audio-analysis/3WALaE7UdNXx8VJ4lpWCK8,4
905,Pain 1993 (with Playboi Carti),Drake,Dark Lane Demo Tapes,2020-05-01,149077,True,74,0.825,0.373,5,-5.532,0,0.108,0.163,0.0,0.368,0.12,77.271,audio_features,6Kj17Afjo1OKJYpf5VzCeo,spotify:track:6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/tracks/6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/audio-analysis/6Kj17Afjo1OKJYpf5VzCeo,4
906,Dilemma,Nelly,Nellyville,2002-06-25,289160,True,78,0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19,audio_features,0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/audio-analysis/0ARK753YaiJbpLUk7z5yIM,4
907,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,The Papercut Chronicles,2005-02-22,243773,False,76,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,audio_features,2Lhdl74nwwVGOE2Gv35QuK,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,4
908,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-12,171291,False,73,0.722,0.701,9,-5.145,1,0.0288,0.0782,0.0,0.0751,0.589,81.022,audio_features,1SviOIgEA8sEPVgYEdCpnh,spotify:track:1SviOIgEA8sEPVgYEdCpnh,https://api.spotify.com/v1/tracks/1SviOIgEA8sEPVgYEdCpnh,https://api.spotify.com/v1/audio-analysis/1SviOIgEA8sEPVgYEdCpnh,4
909,Barracuda,Heart,Little Queen,1977-05-14,261933,False,73,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,4
910,Pieces,Muscadine Bloodline,Turn Back Time,2020-07-10,196306,False,69,0.49,0.261,6,-11.495,1,0.042,0.864,0.0,0.106,0.47,123.85,audio_features,73rxH6rYJQZtwfjKNb4mwZ,spotify:track:73rxH6rYJQZtwfjKNb4mwZ,https://api.spotify.com/v1/tracks/73rxH6rYJQZtwfjKNb4mwZ,https://api.spotify.com/v1/audio-analysis/73rxH6rYJQZtwfjKNb4mwZ,4
911,Thank You (Not So Bad),Dimitri Vegas & Like Mike,Thank You (Not So Bad),2023-12-01,140000,False,86,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,audio_features,09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,4
912,Single Again,Josh Ross,Single Again,2024-01-12,179050,False,71,0.537,0.873,1,-4.516,1,0.0521,0.0299,0.0,0.0768,0.51,130.007,audio_features,2fKAG7MnnFDrQERDAzSztc,spotify:track:2fKAG7MnnFDrQERDAzSztc,https://api.spotify.com/v1/tracks/2fKAG7MnnFDrQERDAzSztc,https://api.spotify.com/v1/audio-analysis/2fKAG7MnnFDrQERDAzSztc,4
913,Don't Speak,No Doubt,Tragic Kingdom,1995-10-10,263560,False,79,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,audio_features,6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS,4
914,Wolves Cry,Bryan Martin,Poets & Old Souls,2023-03-31,163871,False,70,0.637,0.742,6,-5.723,1,0.0425,0.0625,7.74e-06,0.097,0.518,76.969,audio_features,7yyRhjoCsdt5dDpFz2CImD,spotify:track:7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/tracks/7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/audio-analysis/7yyRhjoCsdt5dDpFz2CImD,4
915,MOUNTAINS,Stray Kids,ATE,2024-07-19,187545,False,76,0.512,0.943,8,-2.961,1,0.254,0.0121,0.0,0.359,0.551,180.025,audio_features,0MvgUGhKvrStBo2XsPuwt6,spotify:track:0MvgUGhKvrStBo2XsPuwt6,https://api.spotify.com/v1/tracks/0MvgUGhKvrStBo2XsPuwt6,https://api.spotify.com/v1/audio-analysis/0MvgUGhKvrStBo2XsPuwt6,4
916,I might say something stupid,Charli xcx,BRAT,2024-06-07,109202,False,74,0.504,0.3,5,-9.199,1,0.029,0.736,0.00629,0.0951,0.16,79.25,audio_features,0PFZCt7UNmpas24HejQGu8,spotify:track:0PFZCt7UNmpas24HejQGu8,https://api.spotify.com/v1/tracks/0PFZCt7UNmpas24HejQGu8,https://api.spotify.com/v1/audio-analysis/0PFZCt7UNmpas24HejQGu8,4
917,A Match Into Water,Pierce The Veil,Collide With The Sky,2012-07-17,212546,True,72,0.371,0.979,1,-2.701,1,0.144,0.0002,3.67e-06,0.516,0.473,196.058,audio_features,54MXF9I8s3DuiQo3g0gZ5k,spotify:track:54MXF9I8s3DuiQo3g0gZ5k,https://api.spotify.com/v1/tracks/54MXF9I8s3DuiQo3g0gZ5k,https://api.spotify.com/v1/audio-analysis/54MXF9I8s3DuiQo3g0gZ5k,4
918,Ode To Bourbon,Treaty Oak Revival,No Vacancy,2021-01-29,241375,False,69,0.366,0.736,7,-2.749,1,0.0334,0.0767,9.69e-06,0.14,0.335,111.745,audio_features,4kvCtReby19JPkePLwy8Pq,spotify:track:4kvCtReby19JPkePLwy8Pq,https://api.spotify.com/v1/tracks/4kvCtReby19JPkePLwy8Pq,https://api.spotify.com/v1/audio-analysis/4kvCtReby19JPkePLwy8Pq,4
919,Easy On Me,Adele,30,2021-11-19,224694,False,81,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,4
920,Waiting Room,Phoebe Bridgers,"Lost Ark Studio Compilation, Vol. 8",2016-08-12,393962,False,74,0.531,0.289,2,-10.065,1,0.0286,0.339,0.000358,0.134,0.12,129.753,audio_features,04mAOoQNsXmDJlyupJwmkO,spotify:track:04mAOoQNsXmDJlyupJwmkO,https://api.spotify.com/v1/tracks/04mAOoQNsXmDJlyupJwmkO,https://api.spotify.com/v1/audio-analysis/04mAOoQNsXmDJlyupJwmkO,4
921,Sugar Sweet,Benson Boone,Sugar Sweet,2023-03-03,169839,False,74,0.538,0.826,2,-2.945,1,0.255,0.0331,0.0,0.0637,0.62,170.066,audio_features,5ZzaQW3InamKZ0KdJVQ1GO,spotify:track:5ZzaQW3InamKZ0KdJVQ1GO,https://api.spotify.com/v1/tracks/5ZzaQW3InamKZ0KdJVQ1GO,https://api.spotify.com/v1/audio-analysis/5ZzaQW3InamKZ0KdJVQ1GO,4
922,Get Busy,Sean Paul,Dutty Rock (20th Anniversary),2022-11-11,211666,False,78,0.741,0.824,10,-4.143,0,0.0352,0.614,0.0,0.158,0.725,100.216,audio_features,6bK9BH9Ts8Gj5JFvnQkzak,spotify:track:6bK9BH9Ts8Gj5JFvnQkzak,https://api.spotify.com/v1/tracks/6bK9BH9Ts8Gj5JFvnQkzak,https://api.spotify.com/v1/audio-analysis/6bK9BH9Ts8Gj5JFvnQkzak,4
923,Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,2018-04-27,221440,True,75,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,4
924,What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",1992-01-01,295533,False,79,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.358,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,4
